School,YrLevel,Domain,Test Year,Test level,Jurisdiction Id,ACARA ID,PSI,Local school student ID,TAA student ID,Participation Code,Item Response,Test Id,Word Count,Date,StartTime
hbw1,,Writing,2020,,9,hbw1,HBW1-9-015,,,P,"<p><span style=""caret-color:#000000;color:#000000;font-family:Helvetica, Arial, sans-serif;font-size:15.199999809265137px;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;background-color:#ffffff;"">to your spelling, punctuat</span></p>
<p>&nbsp;</p>
<p><strong style=""font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;"">Write</strong><span style=""font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;""> a </span><span style=""text-decoration:underline;"">narrative (story) ab</span><span style=""font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;"">out a </span><em style=""font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;"">big climb</em><span style=""font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;"">. </span></p>
<ol>
<li><span style=""font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;"">Your </span><span style=""text-decoration:underline;""><em><strong>story might be about charact</strong></em></span><span style=""font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;"">ers climbing up,</span></li>
<li>down, over, under, out, through or even away.</li>
</ol>
<ul>
<li>It might involve overcoming a barrier or reaching a goal.</li>
<li>You can use an idea on this page,</li>
<li>or you can use your own idea about&nbsp;</li>
</ul>
<p>use your own idea about&nbsp;</p>
<p>or you can</p>
<p>&nbsp;</p>
<p style=""text-align:center;""><span style=""font-size:24px;"">heading sixth</span></p>
<p style=""text-align:center;""><span style=""font-size:24px;"">heading sixth</span></p>
<p style=""text-align:center;""><span style=""font-size:24px;"">heading sixth</span></p>
<p style=""text-align:center;""><span style=""font-size:24px;"">heading sixth</span></p>
<p style=""text-align:center;"">&nbsp;</p>
<p style=""text-align:center;"">&nbsp;</p>
<p style=""text-align:left;"">heading sixthheading sixthheading sixthheading sixthheading sixth</p>
<p style=""text-align:center;"">&nbsp;</p>
<p>&nbsp;</p>",x00166769,76,2020-10-30,11:31:47.3170000+00:00
hbw2,5,Writing,2020,5,9,hbw2,HBW2-5-019,,,C,,x00165940,0,,
lnb1,3,Writing,2020,3,9,lnb1,LNB1-3-007,,,C,,x00165953,0,,
lnb1,,Writing,2020,,9,lnb1,LNB1-7-022,,,P,,x00166767,0,2020-11-02,10:30:43.7170000+00:00
lnb2,3,Writing,2020,3,9,lnb2,LNB2-3-026,,,C,,x00165953,0,,
lnb2,,Writing,2020,,9,lnb2,LNB2-9-014,,,C,,x00166769,0,,
hbw1,,Writing,2020,,9,hbw1,HBW1-5-012,,,P,<p>&nbsp;</p>,x00166771,0,2020-10-30,12:25:06.2730000+00:00
hbw1,,Writing,2020,,9,hbw1,HBW1-9-016,,,P,"<div class=""tp-question-shortanswer touch-enabled"" style=""box-sizing:border-box;caret-color:#666666;color:#666666;font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;font-size:16px;font-style:normal;font-variant-caps:normal;font-weight:normal;letter-spacing:normal;orphans:auto;text-align:start;text-indent:0px;text-transform:none;white-space:normal;widows:auto;word-spacing:0px;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;-webkit-text-stroke-width:0px;text-decoration:none;"">
<div class=""ng-scope ng-isolate-scope"" style=""box-sizing:border-box;"">
<div class=""tpRichEditorContainer ng-scope touch-enabled"" style=""box-sizing:border-box;"" tabindex=""-1"">
<div id=""mceu_13"" class=""mce-tinymce mce-container mce-panel"" style=""box-sizing:content-box;margin:0px;padding:0px;border:1px solid rgba(0, 0, 0, 0.2);outline:0px;vertical-align:top;background-color:#f0f0f0;text-decoration:none;color:#333333;font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;font-size:14px;text-shadow:none;float:none;position:relative;width:auto;height:auto;white-space:nowrap;cursor:inherit;-webkit-tap-highlight-color:transparent;line-height:normal;font-weight:normal;text-align:left;direction:ltr;max-width:none;visibility:hidden;display:block;background-position:initial initial;background-repeat:initial initial;"" tabindex=""-1"">
<div id=""mceu_13-body"" class=""mce-container-body mce-stack-layout"" style=""box-sizing:content-box;margin:0px;padding:0px;border:0px;outline:0px;vertical-align:top;background-color:transparent;text-decoration:none;color:#333333;font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;font-size:14px;text-shadow:none;float:none;position:static;width:auto;height:auto;white-space:nowrap;cursor:inherit;-webkit-tap-highlight-color:transparent;line-height:normal;font-weight:normal;text-align:left;direction:ltr;max-width:none;display:block;background-position:initial initial;background-repeat:initial initial;"">
<div id=""mceu_14"" class=""mce-toolbar-grp mce-container mce-panel mce-stack-layout-item mce-first sticky-toolbar"" style=""box-sizing:content-box;margin:0px;padding:2px 0px;border-width:0px 0px 1px;border-style:solid;border-color:rgba(0, 0, 0, 0.2);outline:0px;vertical-align:top;background-color:#f0f0f0;text-decoration:none;color:#333333;font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;font-size:14px;text-shadow:none;float:none;position:absolute;width:798px;height:auto;white-space:nowrap;cursor:inherit;-webkit-tap-highlight-color:transparent;line-height:normal;font-weight:normal;text-align:left;direction:ltr;max-width:none;display:block;z-index:10;bottom:auto;top:0px;background-position:initial initial;background-repeat:initial initial;"" tabindex=""-1"">
<div id=""mceu_14-body"" class=""mce-container-body mce-stack-layout"" style=""box-sizing:content-box;margin:0px;padding:0px;border:0px;outline:0px;vertical-align:top;background-color:transparent;text-decoration:none;color:#333333;font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;font-size:14px;text-shadow:none;float:none;position:static;width:auto;height:auto;white-space:nowrap;cursor:inherit;-webkit-tap-highlight-color:transparent;line-height:normal;font-weight:normal;text-align:left;direction:ltr;max-width:none;display:block;background-position:initial initial;background-repeat:initial initial;"">
<div id=""mceu_15"" class=""mce-container mce-toolbar mce-stack-layout-item mce-first mce-last"" style=""box-sizing:content-box;margin:0px;padding:0px;border:0px;outline:0px;vertical-align:top;background-color:transparent;text-decoration:none;color:#333333;font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;font-size:14px;text-shadow:none;float:none;position:static;width:auto;height:auto;white-space:nowrap;cursor:inherit;-webkit-tap-highlight-color:transparent;line-height:normal;font-weight:normal;text-align:left;direction:ltr;max-width:none;display:block;background-position:initial initial;background-repeat:initial initial;"">
<div id=""mceu_15-body"" class=""mce-container-body mce-flow-layout"" style=""box-sizing:content-box;margin:0px;padding:0px;border:0px;outline:0px;vertical-align:top;background-color:transparent;text-decoration:none;color:#333333;font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;font-size:14px;text-shadow:none;float:none;position:static;width:auto;height:auto;white-space:normal;cursor:inherit;-webkit-tap-highlight-color:transparent;line-height:normal;font-weight:normal;text-align:left;direction:ltr;max-width:none;display:block;background-position:initial initial;background-repeat:initial initial;"">
<div id=""mceu_16"" class=""mce-container mce-flow-layout-item mce-first mce-btn-group"" style=""box-sizing:content-box;margin:2px 0px 0px 2px;padding:0px;border:0px;outline:0px;vertical-align:top;background-color:transparent;text-decoration:none;color:#333333;font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;font-size:14px;text-shadow:none;float:none;position:static;width:auto;height:auto;white-space:nowrap;cursor:inherit;-webkit-tap-highlight-color:transparent;line-height:normal;font-weight:normal;text-align:left;direction:ltr;max-width:none;display:inline-block;background-position:initial initial;background-repeat:initial initial;"">&nbsp;</div>
<div id=""mceu_17"" class=""mce-container mce-flow-layout-item mce-btn-group"" style=""box-sizing:content-box;margin:2px 0px 0px 3px;padding:0px 0px 0px 3px;border-width:0px 0px 0px 1px;border-left-style:solid;border-left-color:#d9d9d9;outline:0px;vertical-align:top;background-color:transparent;text-decoration:none;color:#333333;font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;font-size:14px;text-shadow:none;float:none;position:static;width:auto;height:auto;white-space:nowrap;cursor:inherit;-webkit-tap-highlight-color:transparent;line-height:normal;font-weight:normal;text-align:left;direction:ltr;max-width:none;display:inline-block;background-position:initial initial;background-repeat:initial initial;"">&nbsp;</div>
<div id=""mceu_18"" class=""mce-container mce-flow-layout-item mce-btn-group"" style=""box-sizing:content-box;margin:2px 0px 0px 3px;padding:0px 0px 0px 3px;border-width:0px 0px 0px 1px;border-left-style:solid;border-left-color:#d9d9d9;outline:0px;vertical-align:top;background-color:transparent;text-decoration:none;color:#333333;font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;font-size:14px;text-shadow:none;float:none;position:static;width:auto;height:auto;white-space:nowrap;cursor:inherit;-webkit-tap-highlight-color:transparent;line-height:normal;font-weight:normal;text-align:left;direction:ltr;max-width:none;display:inline-block;background-position:initial initial;background-repeat:initial initial;"">
<div id=""mceu_18-body"" style=""box-sizing:content-box;margin:0px;padding:0px;border:0px;outline:0px;vertical-align:top;background-color:transparent;text-decoration:none;color:#333333;font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;font-size:14px;text-shadow:none;float:none;position:static;width:auto;height:auto;white-space:nowrap;cursor:inherit;-webkit-tap-highlight-color:transparent;line-height:normal;font-weight:normal;text-align:left;direction:ltr;max-width:none;background-position:initial initial;background-repeat:initial initial;"">
<div id=""mceu_5"" class=""mce-widget mce-btn mce-menubtn mce-fixed-width mce-listbox mce-first mce-last mce-btn-has-text"" style=""box-sizing:content-box;cursor:inherit;margin:0px;padding:0px;border:1px solid transparent;outline:0px;vertical-align:top;background-color:#f0f0f0;text-decoration:none;color:#333333;font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;font-size:14px;text-shadow:rgba(255, 255, 255, 0.74902) 0px 1px 1px;float:none;position:relative;width:auto;height:auto;white-space:nowrap;-webkit-tap-highlight-color:transparent;line-height:normal;font-weight:normal;text-align:left;direction:ltr;max-width:none;display:inline-block;background-position:initial initial;background-repeat:initial initial;"" tabindex=""0""><button id=""mceu_5-open"" style=""box-sizing: border-box; color: #333333; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-style: inherit; font-variant-caps: inherit; font-weight: normal; font-stretch: inherit; line-height: 20px; margin: 0px; overflow: visible; text-transform: none; -webkit-appearance: none; cursor: pointer; padding: 4px 20px 4px 8px; border: 0px; outline: 0px; vertical-align: top; background-color: transparent; text-decoration: none; text-shadow: none; float: none; position: relative; width: auto; height: auto; white-space: nowrap; -webkit-tap-highlight-color: transparent; text-align: left; direction: ltr; max-width: none; background-position: initial initial; background-repeat: initial initial;"" tabindex=""-1"" type=""button""><span class=""mce-txt"" style=""box-sizing:content-box;margin:0px;padding:0px;border:0px;outline:0px;vertical-align:top;background-color:transparent;text-decoration:none;color:inherit;font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;font-size:inherit;text-shadow:none;float:none;position:static;width:90px;height:auto;white-space:nowrap;cursor:inherit;-webkit-tap-highlight-color:transparent;line-height:inherit;font-weight:normal;text-align:left;direction:ltr;max-width:none;display:inline-block;overflow-x:hidden;text-overflow:ellipsis;background-position:initial initial;background-repeat:initial initial;"">Font Sizes</span></button></div>
</div>
</div>
<div id=""mceu_19"" class=""mce-container mce-flow-layout-item mce-btn-group"" style=""box-sizing:content-box;margin:2px 0px 0px 3px;padding:0px 0px 0px 3px;border-width:0px 0px 0px 1px;border-left-style:solid;border-left-color:#d9d9d9;outline:0px;vertical-align:top;background-color:transparent;text-decoration:none;color:#333333;font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;font-size:14px;text-shadow:none;float:none;position:static;width:auto;height:auto;white-space:nowrap;cursor:inherit;-webkit-tap-highlight-color:transparent;line-height:normal;font-weight:normal;text-align:left;direction:ltr;max-width:none;display:inline-block;background-position:initial initial;background-repeat:initial initial;"">&nbsp;</div>
<div id=""mceu_20"" class=""mce-container mce-flow-layout-item mce-btn-group"" style=""box-sizing:content-box;margin:2px 0px 0px 3px;padding:0px 0px 0px 3px;border-width:0px 0px 0px 1px;border-left-style:solid;border-left-color:#d9d9d9;outline:0px;vertical-align:top;background-color:transparent;text-decoration:none;color:#333333;font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;font-size:14px;text-shadow:none;float:none;position:static;width:auto;height:auto;white-space:nowrap;cursor:inherit;-webkit-tap-highlight-color:transparent;line-height:normal;font-weight:normal;text-align:left;direction:ltr;max-width:none;display:inline-block;background-position:initial initial;background-repeat:initial initial;"">&nbsp;</div>
<div id=""mceu_21"" class=""mce-container mce-flow-layout-item mce-last mce-btn-group"" style=""box-sizing:content-box;margin:2px 2px 0px 3px;padding:0px 0px 0px 3px;border-width:0px 0px 0px 1px;border-left-style:solid;border-left-color:#d9d9d9;outline:0px;vertical-align:top;background-color:transparent;text-decoration:none;color:#333333;font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;font-size:14px;text-shadow:none;float:none;position:static;width:auto;height:auto;white-space:nowrap;cursor:inherit;-webkit-tap-highlight-color:transparent;line-height:normal;font-weight:normal;text-align:left;direction:ltr;max-width:none;display:inline-block;background-position:initial initial;background-repeat:initial initial;"">&nbsp;</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
<div class=""ng-scope"" style=""box-sizing:border-box;caret-color:#666666;color:#666666;font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;font-size:16px;font-style:normal;font-variant-caps:normal;font-weight:normal;letter-spacing:normal;orphans:auto;text-align:start;text-indent:0px;text-transform:none;white-space:normal;widows:auto;word-spacing:0px;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;-webkit-text-stroke-width:0px;text-decoration:none;"">
<p class=""ng-scope"" style=""box-sizing:border-box;margin:0px 0px 10px;""><em><strong>Write a narrative (story) about a big climb.</strong> Your story might be about</em> <span style=""text-decoration:underline;"">characters climbing up, do</span>wn,</p>
<ul>
<li>over, under, out, through or even away.</li>
<li>It might involve overcoming a barrier or reaching a goal.</li>
</ul>
<ol>
<li>You can use an idea on this page,</li>
<li>or you can use your own idea about a big climb.</li>
</ol>
<p>&nbsp;</p>
<p>use your own idea about a big climb.</p>
<p>or you can.... about a bit</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p style=""text-align:center;""><span style=""font-size:50px;"">headline seven</span></p>
<p class=""ng-scope"" style=""box-sizing:border-box;margin:0px 0px 10px;""><em><strong>Write a narrative (story) about a big climb.</strong> Your story might be about</em> <span style=""text-decoration:underline;"">characters climbing up, do</span>wn,</p>
<p style=""text-align:left;"">&nbsp;</p>
<ul>
<li>over, under, out, through or even away.</li>
<li>It might involve overcoming a barrier or reaching a goal.</li>
</ul>
<p>&nbsp;</p>
<ol>
<li>You can use an idea on this page,</li>
<li>or you can use your own idea about a big climb.</li>
</ol>
<p>&nbsp;</p>
<p>use your own idea about a big climb.</p>
<p>or you can.... about a bit</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p style=""text-align:center;"">&nbsp;</p>
</div>",x00166769,138,2020-10-30,11:42:20.3270000+00:00
hbw2,5,Writing,2020,5,9,hbw2,HBW2-5-020,,,C,,x00165940,0,,
lnb1,3,Writing,2020,3,9,lnb1,LNB1-3-008,,,C,,x00165953,0,,
lnb1,7,Writing,2020,7,9,lnb1,LNB1-7-023,,,P,,x00165945,0,2020-11-02,16:08:22.8570000+00:00
lnb2,3,Writing,2020,3,9,lnb2,LNB2-3-027,,,C,,x00165953,0,,
lnb2,5,Writing,2020,5,9,lnb2,LNB2-5-011,,,C,,x00165943,0,,
lnb2,,Writing,2020,,9,lnb2,LNB2-9-015,,,C,,x00166769,0,,
hbw1,,Writing,2020,,9,hbw1,HBW1-5-013,,,P,"<p>t might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.t might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.t might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.t might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.t might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.t might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.t might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.</p>",x00166771,197,2020-10-30,12:27:07.0170000+00:00
hbw1,,Writing,2020,,9,hbw1,HBW1-9-017,,,P,"<p>cghaehjckhubhk</p>
<p>kdhqw</p>
<p>d</p>
<p>&nbsp;</p>
<p>oeqw</p>
<p>bhdqjwqd</p>
<p><span style=""font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;""><strong>Write a narrative (story) ab</strong>out a <em>big climb. Your stor</em>y might <span style=""text-decoration:underline;"">be about characters climbing u</span>p, </span></p>
<ul>
<li><span style=""font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;"">down, over, under, out, </span></li>
<li><span style=""font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;"">through or even away. </span></li>
<li><span style=""font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;"">It might involve overcoming a barrier or reaching a goal. </span></li>
</ul>
<ol>
<li>You can use an idea on this page,</li>
<li>or you can use your own idea about a big climb.</li>
</ol>
<p>Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.</p>
<p>&nbsp;</p>
<p style=""text-align:center;""><span style=""font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;font-size:28px;""><span style=""font-family:&#39;Helvetica Neue&#39;, Helvetica, Arial, sans-serif;-webkit-tap-highlight-color:rgba(0, 0, 0, 0);-webkit-text-size-adjust:100%;"">headline eight</span></span></p>
<p style=""text-align:left;"">&nbsp;</p>
<ul>
<li>You can use an idea on this page,</li>
<li>or your own idea about a big climb.&nbsp;you can use</li>
</ul>
<p>&nbsp;</p>
<ul>
<li>page,</li>
<li>or your own idea about a big climb.&nbsp;y</li>
</ul>
<p>&nbsp;</p>
<p>&nbsp;</p>",x00166769,142,2020-10-30,11:46:31.9400000+00:00
hbw2,5,Writing,2020,5,9,hbw2,HBW2-5-021,,,C,,x00165940,0,,
lnb1,3,Writing,2020,3,9,lnb1,LNB1-3-009,,,C,,x00165953,0,,
lnb1,7,Writing,2020,7,9,lnb1,LNB1-7-024,,,P,,x00165945,0,2020-11-04,10:21:57.3170000+00:00
lnb2,3,Writing,2020,3,9,lnb2,LNB2-3-028,,,C,,x00165953,0,,
lnb2,5,Writing,2020,5,9,lnb2,LNB2-5-012,,,C,,x00165943,0,,
lnb2,9,Writing,2020,9,9,lnb2,LNB2-9-016,,,C,,x00165949,0,,
hbw1,,Writing,2020,,9,hbw1,HBW1-5-014,,,P,"<p><span style=""font-size:26px;"">Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.Write a narrative (story) about a big climb. Your story might be about characters climbing up, down, over, under, out, through or even away. It might involve overcoming a barrier or reaching a goal. You can use an idea on this page, or you can use your own idea about a big climb.</span></p>
<p>&nbsp;</p>",x00166771,677,2020-10-30,12:31:17.8830000+00:00
